repos_number,followers,seniority,label
23,33,middle,1
43,125,principal,3
9,95,principal,3
24,16,middle,1
31,15,middle,1
10,76,middle,1
21,43,middle,1
28,249,principal,3
15,19,junior,0
92,47,senior,2
18,120,principal,3
43,20,middle,1
76,22,middle,1
15,284,architect,4
36,29,middle,1
53,16,middle,1
19,79,middle,1
69,21,middle,1
42,21,middle,1
51,60,middle,1
29,33,middle,1
7,16,junior,0
56,70,middle,1
28,27,middle,1
6,20,junior,0
60,23,middle,1
13,38,middle,1
31,27,middle,1
3,58,middle,1
39,26,middle,1
15,58,middle,1
38,17,middle,1
5,15,junior,0
59,14,middle,1
205,69,senior,2
19,16,junior,0
2,17,junior,0
49,14,middle,1
22,22,middle,1
38,14,middle,1
0,1,junior,0
25,11,middle,1
11,2,junior,0
2,0,junior,0
0,0,junior,0
3,0,junior,0
0,2,junior,0
22,0,junior,0
1,0,junior,0
10,0,junior,0
0,1,junior,0
0,0,junior,0
5,0,junior,0
28,3,middle,1
5,0,junior,0
28,11,middle,1
2,0,junior,0
9,1,junior,0
1,0,junior,0
0,0,junior,0
3,1,junior,0
2,1,junior,0
0,0,junior,0
11,5,junior,0
0,0,junior,0
7,0,junior,0
0,0,junior,0
5,0,junior,0
4,0,junior,0
2,0,junior,0
6,2,junior,0
1,2,junior,0
18,4,junior,0
0,0,junior,0
13,4,junior,0
6,1,junior,0
0,0,junior,0
2,0,junior,0
1,0,junior,0
17,5,junior,0
7,0,junior,0
1,0,junior,0
0,0,junior,0
5,0,junior,0
23,0,junior,0
6,0,junior,0
1,0,junior,0
2,2,junior,0
43,1,middle,1
2,0,junior,0
2,3,junior,0
8,0,junior,0
2,0,junior,0
0,0,junior,0
28,6,middle,1
14,0,junior,0
3,0,junior,0
2,4,junior,0
5,1,junior,0
3,0,junior,0
8,0,junior,0
8,0,junior,0
10,0,junior,0
1,0,junior,0
20,2,junior,0
0,3,junior,0
7,6,junior,0
21,5,junior,0
9,6,junior,0
6,0,junior,0
0,0,junior,0
28,0,junior,0
2,0,junior,0
31,0,middle,1
0,0,junior,0
2,0,junior,0
1,0,junior,0
0,0,junior,0
11,3,junior,0
1,0,junior,0
15,0,junior,0
0,0,junior,0
0,0,junior,0
3,3,junior,0
4,0,junior,0
1,1,junior,0
3,0,junior,0
11,6,junior,0
3,0,junior,0
12,11,junior,0
5,1,junior,0
5,0,junior,0
6,3,junior,0
0,0,junior,0
1,0,junior,0
85,0,senior,2
7,0,junior,0
10,0,junior,0
10,2,junior,0
9,0,junior,0
0,0,junior,0
32,0,middle,1
4,0,junior,0
6,8,junior,0
20,5,junior,0
114,12,senior,2
1,0,junior,0
57,0,middle,1
0,0,junior,0
13,0,junior,0
1,0,junior,0
115,2,senior,2
1,0,junior,0
1,1,junior,0
1,0,junior,0
0,1,junior,0
0,1,junior,0
4,3,junior,0
1,2,junior,0
1,0,junior,0
4,0,junior,0
0,0,junior,0
0,9,junior,0
0,0,junior,0
3,0,junior,0
19,2,junior,0
14,11,junior,0
4,1,junior,0
0,0,junior,0
1,0,junior,0
0,0,junior,0
6,0,junior,0
16,0,junior,0
1,0,junior,0
0,0,junior,0
0,2,junior,0
2,0,junior,0
0,0,junior,0
0,0,junior,0
0,0,junior,0
31,1,middle,1
4,0,junior,0
2,0,junior,0
15,11,junior,0
2,0,junior,0
7,1,junior,0
1,5,junior,0
0,0,junior,0
12,8,junior,0
9,0,junior,0
26,2,junior,0
7,2,junior,0
22,2,junior,0
0,0,junior,0
5,1,junior,0
4,0,junior,0
32,0,middle,1
5,1,junior,0
23,3,junior,0
3,0,junior,0
1,0,junior,0
1,0,junior,0
36,0,middle,1
0,0,junior,0
1,0,junior,0
6,0,junior,0
1,0,junior,0
0,0,junior,0
14,0,junior,0
1,0,junior,0
3,1,junior,0
4,9,junior,0
11,4,junior,0
22,0,junior,0
0,0,junior,0
7,0,junior,0
35,3,middle,1
22,10,junior,0
1,0,junior,0
4,1,junior,0
0,0,junior,0
1,0,junior,0
61,8,middle,1
1,0,junior,0
2,0,junior,0
6,0,junior,0
0,0,junior,0
11,2,junior,0
7,0,junior,0
14,0,junior,0
5,1,junior,0
1,6,junior,0
5,1,junior,0
3,0,junior,0
0,0,junior,0
2,0,junior,0
0,0,junior,0
1,0,junior,0
5,3,junior,0
2,0,junior,0
1,0,junior,0
19,9,junior,0
4,0,junior,0
4,1,junior,0
2,0,junior,0
1,0,junior,0
0,0,junior,0
11,12,junior,0
3,0,junior,0
2,0,junior,0
1,0,junior,0
29,12,middle,1
23,0,junior,0
2,0,junior,0
0,0,junior,0
13,11,junior,0
9,3,junior,0
0,0,junior,0
8,0,junior,0
44,5,middle,1
23,5,junior,0
0,0,junior,0
6,1,junior,0
15,5,junior,0
6,0,junior,0
3,0,junior,0
1,0,junior,0
7,0,junior,0
3,5,junior,0
213,6,senior,2
18,3,junior,0
0,1,junior,0
1,0,junior,0
2,0,junior,0
4,0,junior,0
0,0,junior,0
0,0,junior,0
1,0,junior,0
1,0,junior,0
3,5,junior,0
2,0,junior,0
5,0,junior,0
5,0,junior,0
0,0,junior,0
6,0,junior,0
7,0,junior,0
16,3,junior,0
0,0,junior,0
2,0,junior,0
4,0,junior,0
2,0,junior,0
2,0,junior,0
6,6,junior,0
0,0,junior,0
1,0,junior,0
21,7,junior,0
2,1,junior,0
0,3,junior,0
1,0,junior,0
0,0,junior,0
13,12,junior,0
9,2,junior,0
31,10,middle,1
10,2,junior,0
0,0,junior,0
2,1,junior,0
32,9,middle,1
3,0,junior,0
0,0,junior,0
2,3,junior,0
8,0,junior,0
5,2,junior,0
2,0,junior,0
1,2,junior,0
7,0,junior,0
2,0,junior,0
10,6,junior,0
2,0,junior,0
3,2,junior,0
4,0,junior,0
4,0,junior,0
15,0,junior,0
3,0,junior,0
0,0,junior,0
6,0,junior,0
1,0,junior,0
6,3,junior,0
0,0,junior,0
1,0,junior,0
6,3,junior,0
2,1,junior,0
34,10,middle,1
0,0,junior,0
1,0,junior,0
2,0,junior,0
0,0,junior,0
23,3,junior,0
6,0,junior,0
0,2,junior,0
21,12,junior,0
0,0,junior,0
21,3,junior,0
4,0,junior,0
3,0,junior,0
12,7,junior,0
0,0,junior,0
11,10,junior,0
8,1,junior,0
0,0,junior,0
0,0,junior,0
0,0,junior,0
9,3,junior,0
29,3,middle,1
10,0,junior,0
2,0,junior,0
0,0,junior,0
1,2,junior,0
0,0,junior,0
0,0,junior,0
13,7,junior,0
1,0,junior,0
0,0,junior,0
0,0,junior,0
4,0,junior,0
12,1,junior,0
26,6,middle,1
16,4,junior,0
4,1,junior,0
3,0,junior,0
12,2,junior,0
0,2,junior,0
2,0,junior,0
4,1,junior,0
1,0,junior,0
12,10,junior,0
0,0,junior,0
27,7,middle,1
7,2,junior,0
1,0,junior,0
0,0,junior,0
3,0,junior,0
1,0,junior,0
30,6,middle,1
9,3,junior,0
3,0,junior,0
0,0,junior,0
28,1,junior,0
0,0,junior,0
9,6,junior,0
3,0,junior,0
14,2,junior,0
3,0,junior,0
5,0,junior,0
1,0,junior,0
12,7,junior,0
2,0,junior,0
0,0,junior,0
62,6,middle,1
15,0,junior,0
3,0,junior,0
1,0,junior,0
0,0,junior,0
26,6,middle,1
23,5,junior,0
1,0,junior,0
0,0,junior,0
9,3,junior,0
1,6,junior,0
10,1,junior,0
2,1,junior,0
23,0,junior,0
11,1,junior,0
0,0,junior,0
11,1,junior,0
1,0,junior,0
6,0,junior,0
1,0,junior,0
23,6,junior,0
3,0,junior,0
4,0,junior,0
5,1,junior,0
2,3,junior,0
2,1,junior,0
2,0,junior,0
18,11,junior,0
4,0,junior,0
1,0,junior,0
3,2,junior,0
2,1,junior,0
15,0,junior,0
16,3,junior,0
14,5,junior,0
7,1,junior,0
6,3,junior,0
1,0,junior,0
12,0,junior,0
1,0,junior,0
0,0,junior,0
2,0,junior,0
13,0,junior,0
12,3,junior,0
25,7,junior,0
0,0,junior,0
1,0,junior,0
17,6,junior,0
0,0,junior,0
0,0,junior,0
6,0,junior,0
1,0,junior,0
2,1,junior,0
1,0,junior,0
12,2,junior,0
22,3,junior,0
18,1,junior,0
6,0,junior,0
6,2,junior,0
22,114,principal,3
91,26,senior,2
64,28,middle,1
39,54,middle,1
40,33,middle,1
14,27,junior,0
91,50,senior,2
11,417,architect,4
159,30,senior,2
134,27,senior,2
53,139,principal,3
37,44,middle,1
24,31,middle,1
23,56,middle,1
152,132,principal,3
183,45,senior,2
44,61,middle,1
40,26,middle,1
135,136,principal,3
195,46,senior,2
12,29,junior,0
8,26,junior,0
87,31,senior,2
18,28,middle,1
12,49,middle,1
6,78,middle,1
16,28,middle,1
34,95,principal,3
22,86,principal,3
149,160,principal,3
48,30,middle,1
58,38,middle,1
79,103,principal,3
146,172,principal,3
54,54,middle,1
51,64,middle,1
48,446,architect,4
19,96,principal,3
35,31,middle,1
101,36,senior,2
59,50,middle,1
31,57,middle,1
71,45,middle,1
137,46,senior,2
13,42,middle,1
6,101,principal,3
12,64,middle,1
17,31,middle,1
15,40,middle,1
38,37,middle,1
42,103,principal,3
14,53,middle,1
41,459,architect,4
78,92,principal,3
50,56,middle,1
23,26,middle,1
51,44,middle,1
66,34,middle,1
24,51,middle,1
31,39,middle,1
52,31,middle,1
67,87,principal,3
7,56,middle,1
68,58,middle,1
54,62,middle,1
99,39,senior,2
73,81,principal,3
9,42,junior,0
64,51,middle,1
2,54,junior,0
18,56,middle,1
21,30,middle,1
33,51,middle,1
44,30,middle,1
82,41,senior,2
117,28,senior,2
31,27,middle,1
157,539,architect,4
7,33,junior,0
58,72,middle,1
25,93,principal,3
36,113,principal,3
38,42,middle,1
20,101,principal,3
25,43,middle,1
30,131,principal,3
6,36,junior,0
17,71,middle,1
102,417,architect,4
41,237,principal,3
23,156,principal,3
11,33,junior,0
1,35,junior,0
16,98,principal,3
24,26,middle,1
62,51,middle,1
73,42,middle,1
34,30,middle,1
42,45,middle,1
33,33,middle,1
77,43,senior,2
42,101,principal,3
15,42,middle,1
67,27,middle,1
84,110,principal,3
99,74,senior,2
9,82,principal,3
22,49,middle,1
12,29,junior,0
13,95,principal,3
35,34,middle,1
48,33,middle,1
29,27,middle,1
105,44,senior,2
92,56,senior,2
9,68,middle,1
194,141,senior,2
60,106,principal,3
41,56,middle,1
69,31,middle,1
38,32,middle,1
65,35,middle,1
24,341,architect,4
91,34,senior,2
193,170,principal,3
157,227,principal,3
49,82,principal,3
5,37,junior,0
53,43,middle,1
13,34,junior,0
16,69,middle,1
44,127,principal,3
12,116,principal,3
34,125,principal,3
6,124,principal,3
104,35,senior,2
2,253,principal,3
26,30,middle,1
26,27,middle,1
26,26,middle,1
19,45,middle,1
60,155,principal,3
18,32,middle,1
226,54,senior,2
3,35,junior,0
86,65,senior,2
5,32,junior,0
22,34,middle,1
136,69,senior,2
148,54,senior,2
38,38,middle,1
66,61,middle,1
96,74,senior,2
22,34,middle,1
73,117,principal,3
20,42,middle,1
172,28,senior,2
7,26,junior,0
57,229,principal,3
25,93,principal,3
30,27,middle,1
13,40,middle,1
42,38,middle,1
19,34,middle,1
59,60,middle,1
48,89,principal,3
58,44,middle,1
53,44,middle,1
22,40,middle,1
63,37,middle,1
9,90,principal,3
21,98,principal,3
149,33,senior,2
29,34,middle,1
5,31,junior,0
1,226,principal,3
23,49,middle,1
41,41,middle,1
27,36,middle,1
74,27,middle,1
13,30,junior,0
74,442,architect,4
38,50,middle,1
14,45,middle,1
26,43,middle,1
37,39,middle,1
10,65,middle,1
81,39,senior,2
138,72,senior,2
38,26,middle,1
37,99,principal,3
191,262,architect,4
51,31,middle,1
20,27,middle,1
20,62,middle,1
80,26,senior,2
62,41,middle,1
59,67,middle,1
76,28,senior,2
43,37,middle,1
157,488,architect,4
48,51,middle,1
105,52,senior,2
29,27,middle,1
25,34,middle,1
6,26,junior,0
77,46,senior,2
24,62,middle,1
15,26,junior,0
3,37,junior,0
55,61,middle,1
29,41,middle,1
77,85,principal,3
22,74,middle,1
107,67,senior,2
34,27,middle,1
27,119,principal,3
41,137,principal,3
38,33,middle,1
140,30,senior,2
62,83,principal,3
49,59,middle,1
99,269,architect,4
25,31,middle,1
17,31,middle,1
68,58,middle,1
138,180,principal,3
138,46,senior,2
40,297,architect,4
56,62,middle,1
187,86,senior,2
5,38,junior,0
61,53,middle,1
17,33,middle,1
44,27,middle,1
38,47,middle,1
42,43,middle,1
31,41,middle,1
36,58,middle,1
78,73,senior,2
39,27,middle,1
38,355,architect,4
32,50,middle,1
53,33,middle,1
46,27,middle,1
20,47,middle,1
133,41,senior,2
40,209,principal,3
29,28,middle,1
43,38,middle,1
45,37,middle,1
16,82,principal,3
76,289,architect,4
33,66,middle,1
53,30,middle,1
74,35,middle,1
68,33,middle,1
20,39,middle,1
129,41,senior,2
62,68,middle,1
52,54,middle,1
41,220,principal,3
50,33,middle,1
22,50,middle,1
118,44,senior,2
97,32,senior,2
103,50,senior,2
60,332,architect,4
6,26,junior,0
110,30,senior,2
104,79,senior,2
13,49,middle,1
91,73,senior,2
11,26,junior,0
21,101,principal,3
31,45,middle,1
18,99,principal,3
39,64,middle,1
15,39,middle,1
33,508,architect,4
32,119,principal,3
31,36,middle,1
32,37,middle,1
23,281,architect,4
54,29,middle,1
11,30,junior,0
80,106,principal,3
18,43,middle,1
18,27,middle,1
100,86,senior,2
23,95,principal,3
19,29,middle,1
33,33,middle,1
58,50,middle,1
84,35,senior,2
50,31,middle,1
182,106,senior,2
23,273,architect,4
4,28,junior,0
20,98,principal,3
51,31,middle,1
15,33,middle,1
27,34,middle,1
18,36,middle,1
110,55,senior,2
79,44,senior,2
48,72,middle,1
8,26,junior,0
207,159,senior,2
1,35,junior,0
25,41,middle,1
125,42,senior,2
45,63,middle,1
38,169,principal,3
105,127,principal,3
78,57,senior,2
30,48,middle,1
59,42,middle,1
24,28,middle,1
51,44,middle,1
40,139,principal,3
33,39,middle,1
45,144,principal,3
49,71,middle,1
19,65,middle,1
102,58,senior,2
21,39,middle,1
171,178,principal,3
12,31,junior,0
61,51,middle,1
48,40,middle,1
30,26,middle,1
28,83,principal,3
8,36,junior,0
5,128,principal,3
47,40,middle,1
6,38,junior,0
142,59,senior,2
31,33,middle,1
10,46,middle,1
39,62,middle,1
50,40,middle,1
35,41,middle,1
74,37,middle,1
33,27,middle,1
13,110,principal,3
45,193,principal,3
20,58,middle,1
35,39,middle,1
34,440,architect,4
87,95,principal,3
11,33,junior,0
14,128,principal,3
72,45,middle,1
36,32,middle,1
39,31,middle,1
111,31,senior,2
35,135,principal,3
18,28,middle,1
3,26,junior,0
20,31,middle,1
12,35,junior,0
33,29,middle,1
31,27,middle,1
73,137,principal,3
32,28,middle,1
15,63,middle,1
32,101,principal,3
56,90,principal,3
164,105,senior,2
61,41,middle,1
225,41,senior,2
26,58,middle,1
127,44,senior,2
28,29,middle,1
70,37,middle,1
35,40,middle,1
12,36,junior,0
54,26,middle,1
18,47,middle,1
38,94,principal,3
115,32,senior,2
155,65,senior,2
7,27,junior,0
76,26,senior,2
7,83,principal,3
77,52,senior,2
53,39,middle,1
144,51,senior,2
149,34,senior,2
108,248,principal,3
22,26,middle,1
12,104,principal,3
21,61,middle,1
71,28,middle,1
46,48,middle,1
10,28,junior,0
9,15,junior,0
5,25,junior,0
15,23,junior,0
47,20,middle,1
58,18,middle,1
27,14,middle,1
23,21,middle,1
83,25,senior,2
99,22,senior,2
47,19,middle,1
57,18,middle,1
23,21,middle,1
13,13,junior,0
95,16,senior,2
20,14,junior,0
18,13,junior,0
18,23,junior,0
45,20,middle,1
44,15,middle,1
48,25,middle,1
25,14,middle,1
27,18,middle,1
29,21,middle,1
8,14,junior,0
20,17,junior,0
16,20,junior,0
51,16,middle,1
45,25,middle,1
9,15,junior,0
29,22,middle,1
97,18,senior,2
15,23,junior,0
6,25,junior,0
23,18,middle,1
9,16,junior,0
31,20,middle,1
27,14,middle,1
6,17,junior,0
68,16,middle,1
28,13,middle,1
22,14,junior,0
9,18,junior,0
48,13,middle,1
36,20,middle,1
4,13,junior,0
6,24,junior,0
43,21,middle,1
25,15,middle,1
30,13,middle,1
57,15,middle,1
19,16,junior,0
48,18,middle,1
53,25,middle,1
19,22,middle,1
19,18,junior,0
19,16,junior,0
58,13,middle,1
39,17,middle,1
40,14,middle,1
33,13,middle,1
2,16,junior,0
14,15,junior,0
46,23,middle,1
18,20,junior,0
38,20,middle,1
12,25,junior,0
22,14,junior,0
5,15,junior,0
19,13,junior,0
31,23,middle,1
6,13,junior,0
39,14,middle,1
32,14,middle,1
17,13,junior,0
42,18,middle,1
10,23,junior,0
69,20,middle,1
4,13,junior,0
41,23,middle,1
10,15,junior,0
11,23,junior,0
20,18,junior,0
18,14,junior,0
50,18,middle,1
42,18,middle,1
24,14,middle,1
8,20,junior,0
10,19,junior,0
34,23,middle,1
6,14,junior,0
18,19,junior,0
19,16,junior,0
11,18,junior,0
27,20,middle,1
31,13,middle,1
39,17,middle,1
14,13,junior,0
12,13,junior,0
14,15,junior,0
39,17,middle,1
115,19,senior,2
58,24,middle,1
15,17,junior,0
7,20,junior,0
29,18,middle,1
136,24,senior,2
39,14,middle,1
16,16,junior,0
23,24,middle,1
14,17,junior,0
15,13,junior,0
12,13,junior,0
54,24,middle,1
37,15,middle,1
20,20,middle,1
40,18,middle,1
5,13,junior,0
19,20,junior,0
49,13,middle,1
26,23,middle,1
31,25,middle,1
71,22,middle,1
11,15,junior,0
44,13,middle,1
8,17,junior,0
108,18,senior,2
2,15,junior,0
39,14,middle,1
19,19,junior,0
27,20,middle,1
56,17,middle,1
17,20,junior,0
30,18,middle,1
36,13,middle,1
22,14,junior,0
61,24,middle,1
58,13,middle,1
17,18,junior,0
23,13,middle,1
44,15,middle,1
46,19,middle,1
39,23,middle,1
41,19,middle,1
54,13,middle,1
44,15,middle,1
6,24,junior,0
24,23,middle,1
61,13,middle,1
28,14,middle,1
62,20,middle,1
12,19,junior,0
16,14,junior,0
14,13,junior,0
31,13,middle,1
20,13,junior,0
38,17,middle,1
82,13,senior,2
32,25,middle,1
74,19,middle,1
8,13,junior,0
8,17,junior,0
14,21,junior,0
7,15,junior,0
48,24,middle,1
15,13,junior,0
51,18,middle,1
37,15,middle,1
2,15,junior,0
15,13,junior,0
19,21,middle,1
12,15,junior,0
19,14,junior,0
8,14,junior,0
2,19,junior,0
47,18,middle,1
94,13,senior,2
33,17,middle,1
27,17,middle,1
109,18,senior,2
37,16,middle,1
34,18,middle,1
59,20,middle,1
23,15,middle,1
60,16,middle,1
61,16,middle,1
52,13,middle,1
10,17,junior,0
84,21,senior,2
4,17,junior,0
30,17,middle,1
8,20,junior,0
24,19,middle,1
22,15,middle,1
24,13,middle,1
50,23,middle,1
2,13,junior,0
60,17,middle,1
12,20,junior,0
6,15,junior,0
11,15,junior,0
21,14,junior,0
72,18,middle,1
67,17,middle,1
3,13,junior,0
28,23,middle,1
13,14,junior,0
41,18,middle,1
10,13,junior,0
20,16,junior,0
77,13,middle,1
46,25,middle,1
72,13,middle,1
18,13,junior,0
16,20,junior,0
74,21,middle,1
12,16,junior,0
13,18,junior,0
4,15,junior,0
3,15,junior,0
50,22,middle,1
80,19,senior,2
9,19,junior,0
41,19,middle,1
63,23,middle,1
19,13,junior,0
40,13,middle,1
9,13,junior,0
67,16,middle,1
24,16,middle,1
41,16,middle,1
46,19,middle,1
38,21,middle,1
20,14,junior,0
28,14,middle,1
93,17,senior,2
23,24,middle,1
19,21,middle,1
55,16,middle,1
33,17,middle,1
20,20,middle,1
12,18,junior,0
40,24,middle,1
30,22,middle,1
40,13,middle,1
7,13,junior,0
13,18,junior,0
19,13,junior,0
64,13,middle,1
26,20,middle,1
12,20,junior,0
42,17,middle,1
2,14,junior,0
34,23,middle,1
44,25,middle,1
15,20,junior,0
26,22,middle,1
22,24,middle,1
7,13,junior,0
53,14,middle,1
16,17,junior,0
56,15,middle,1
12,22,junior,0
42,13,middle,1
27,18,middle,1
7,23,junior,0
43,14,middle,1
71,18,middle,1
94,14,senior,2
50,25,middle,1
15,20,junior,0
15,18,junior,0
6,13,junior,0
87,16,senior,2
28,19,middle,1
80,17,senior,2
18,17,junior,0
32,23,middle,1
50,13,middle,1
41,17,middle,1
13,14,junior,0
61,13,middle,1
7,16,junior,0
79,19,senior,2
51,23,middle,1
72,13,middle,1
2,15,junior,0
9,22,junior,0
1,15,junior,0
38,24,middle,1
14,15,junior,0
33,17,middle,1
33,17,middle,1
25,17,middle,1
1,19,junior,0
14,14,junior,0
139,19,senior,2
87,14,senior,2
58,21,middle,1
14,25,junior,0
58,19,middle,1
33,22,middle,1
39,18,middle,1
133,20,senior,2
18,23,middle,1
7,19,junior,0
21,16,junior,0
29,17,middle,1
18,25,middle,1
22,15,middle,1
56,23,middle,1
57,20,middle,1
62,23,middle,1
28,15,middle,1
52,18,middle,1
20,13,junior,0
19,21,junior,0
7,24,junior,0
35,20,middle,1
47,18,middle,1
82,25,senior,2
20,22,middle,1
15,18,junior,0
1,13,junior,0
49,21,middle,1
5,13,junior,0
9,24,junior,0
10,21,junior,0
13,13,junior,0
16,14,junior,0
43,13,middle,1
9,17,junior,0
18,24,middle,1
34,17,middle,1
33,17,middle,1
22,20,middle,1
60,16,middle,1
7,20,junior,0
125,21,senior,2
13,17,junior,0
26,15,middle,1
34,17,middle,1
97,15,senior,2
27,19,middle,1
20,16,junior,0
52,15,middle,1
77,17,middle,1
74,16,middle,1
9,14,junior,0
19,15,junior,0
33,17,middle,1
15,13,junior,0
29,15,middle,1
24,18,middle,1
31,16,middle,1
15,21,junior,0
31,15,middle,1
36,15,middle,1
62,19,middle,1
15,17,junior,0
49,24,middle,1
44,24,middle,1
33,13,middle,1
41,15,middle,1
61,24,middle,1
8,16,junior,0
25,15,middle,1
30,16,middle,1
9,13,junior,0
16,13,junior,0
34,23,middle,1
44,21,middle,1
58,22,middle,1
40,15,middle,1
23,14,middle,1
14,15,junior,0
4,21,junior,0
9,21,junior,0
81,25,senior,2
32,14,middle,1
30,15,middle,1
15,13,junior,0
25,25,middle,1
24,21,middle,1
14,6,junior,0
40,8,middle,1
5,9,junior,0
7,7,junior,0
60,10,middle,1
34,7,middle,1
10,7,junior,0
6,12,junior,0
59,7,middle,1
21,6,junior,0
14,7,junior,0
22,7,junior,0
14,9,junior,0
14,12,junior,0
38,9,middle,1
16,12,junior,0
11,6,junior,0
19,10,junior,0
3,9,junior,0
4,7,junior,0
16,7,junior,0
17,6,junior,0
13,9,junior,0
25,6,junior,0
20,8,junior,0
45,10,middle,1
14,12,junior,0
28,7,middle,1
32,6,middle,1
6,10,junior,0
35,7,middle,1
5,8,junior,0
10,7,junior,0
12,7,junior,0
13,6,junior,0
21,9,junior,0
34,10,middle,1
16,7,junior,0
11,10,junior,0
7,7,junior,0
48,7,middle,1
1,10,junior,0
12,7,junior,0
2,6,junior,0
17,9,junior,0
1,7,junior,0
8,6,junior,0
0,7,junior,0
27,8,middle,1
22,7,junior,0
18,10,junior,0
3,6,junior,0
8,6,junior,0
5,7,junior,0
56,9,middle,1
18,6,junior,0
88,8,senior,2
19,10,junior,0
6,7,junior,0
25,9,middle,1
13,10,junior,0
27,8,middle,1
8,7,junior,0
6,6,junior,0
11,7,junior,0
7,9,junior,0
5,11,junior,0
35,6,middle,1
46,6,middle,1
16,11,junior,0
34,7,middle,1
56,6,middle,1
21,6,junior,0
9,8,junior,0
1,6,junior,0
19,6,junior,0
15,9,junior,0
9,6,junior,0
19,10,junior,0
18,12,junior,0
13,7,junior,0
20,6,junior,0
31,7,middle,1
22,10,junior,0
14,6,junior,0
26,10,middle,1
2,9,junior,0
1,10,junior,0
12,8,junior,0
25,12,middle,1
10,8,junior,0
120,8,senior,2
11,6,junior,0
24,8,junior,0
27,7,middle,1
8,7,junior,0
7,6,junior,0
11,9,junior,0
4,11,junior,0
4,7,junior,0
6,8,junior,0
28,8,middle,1
5,7,junior,0
10,7,junior,0
31,7,middle,1
0,10,junior,0
1,10,junior,0
26,8,middle,1
1,7,junior,0
24,10,middle,1
26,10,middle,1
29,6,middle,1
15,6,junior,0
0,9,junior,0
24,7,junior,0
9,6,junior,0
44,10,middle,1
5,7,junior,0
20,6,junior,0
18,10,junior,0
54,7,middle,1
4,11,junior,0
11,10,junior,0
34,7,middle,1
28,8,middle,1
55,6,middle,1
40,6,middle,1
53,8,middle,1
15,9,junior,0
19,11,junior,0
10,6,junior,0
26,6,middle,1
29,11,middle,1
9,11,junior,0
12,10,junior,0
13,7,junior,0
13,8,junior,0
27,6,middle,1
16,9,junior,0
20,11,junior,0
12,10,junior,0
24,7,junior,0
36,9,middle,1
6,9,junior,0
1,7,junior,0
15,8,junior,0
15,8,junior,0
89,7,senior,2
8,7,junior,0
151,10,senior,2
10,6,junior,0
13,12,junior,0
20,6,junior,0
20,7,junior,0
19,7,junior,0
82,7,senior,2
39,6,middle,1
27,7,middle,1
2,8,junior,0
29,12,middle,1
3,7,junior,0
68,8,middle,1
1,7,junior,0
8,9,junior,0
4,6,junior,0
4,7,junior,0
40,7,middle,1
5,6,junior,0
64,9,middle,1
17,12,junior,0
20,6,junior,0
10,7,junior,0
3,7,junior,0
2,9,junior,0
19,7,junior,0
31,12,middle,1
14,12,junior,0
86,7,senior,2
17,8,junior,0
0,6,junior,0
15,12,junior,0
14,11,junior,0
39,6,middle,1
8,10,junior,0
8,9,junior,0
44,10,middle,1
13,6,junior,0
44,10,middle,1
42,12,middle,1
5,6,junior,0
3,7,junior,0
9,6,junior,0
24,6,junior,0
5,6,junior,0
11,6,junior,0
38,8,middle,1
29,8,middle,1
30,9,middle,1
5,9,junior,0
0,11,junior,0
36,12,middle,1
12,7,junior,0
10,6,junior,0
8,6,junior,0
23,7,junior,0
57,10,middle,1
11,8,junior,0
15,7,junior,0
20,6,junior,0
16,9,junior,0
3,7,junior,0
46,12,middle,1
23,11,junior,0
81,10,senior,2
13,8,junior,0
13,11,junior,0
53,11,middle,1
19,9,junior,0
8,9,junior,0
55,6,middle,1
19,11,junior,0
4,10,junior,0
46,7,middle,1
8,7,junior,0
4,6,junior,0
12,6,junior,0
19,7,junior,0
11,8,junior,0
10,7,junior,0
11,6,junior,0
44,9,middle,1
32,11,middle,1
47,9,middle,1
17,7,junior,0
33,7,middle,1
46,6,middle,1
1,7,junior,0
4,7,junior,0
29,10,middle,1
23,9,junior,0
14,8,junior,0
13,8,junior,0
29,9,middle,1
9,6,junior,0
4,9,junior,0
100,9,senior,2
5,9,junior,0
15,8,junior,0
24,11,middle,1
12,6,junior,0
10,7,junior,0
2,6,junior,0
11,8,junior,0
30,8,middle,1
36,10,middle,1
14,7,junior,0
47,8,middle,1
9,8,junior,0
18,7,junior,0
15,8,junior,0
21,12,junior,0
52,12,middle,1
29,8,middle,1
23,6,junior,0
18,6,junior,0
39,8,middle,1
9,6,junior,0
18,11,junior,0
6,6,junior,0
16,11,junior,0
20,6,junior,0
35,8,middle,1
5,9,junior,0
11,9,junior,0
50,11,middle,1
16,9,junior,0
21,7,junior,0
11,11,junior,0
31,7,middle,1
6,6,junior,0
25,6,junior,0
7,7,junior,0
39,12,middle,1
34,10,middle,1
7,6,junior,0
12,6,junior,0
23,7,junior,0
22,7,junior,0
15,7,junior,0
4,11,junior,0
1,6,junior,0
34,7,middle,1
14,7,junior,0
48,7,middle,1
11,8,junior,0
49,10,middle,1
55,6,middle,1
7,6,junior,0
0,8,junior,0
29,11,middle,1
8,8,junior,0
32,9,middle,1
37,12,middle,1
24,9,junior,0
5,9,junior,0
21,9,junior,0
17,9,junior,0
4,6,junior,0
31,12,middle,1
1,6,junior,0
25,9,middle,1
17,7,junior,0
9,9,junior,0
6,7,junior,0
5,8,junior,0
23,8,junior,0
5,9,junior,0
24,11,middle,1
